method,explorer_batch,task_in_batch,run_id,trajectory_id,effective_loss_turns,recorded_turns,prompt_truncated,training_order
Adaptive v1,133,train:133:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-13/trial_T20190908_185043_273617/game.tw-pddl:0,0,train:133:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-13/trial_T20190908_185043_273617/game.tw-pddl:0,6,6,False,2123
Adaptive v1,133,train:133:train/pick_heat_then_place_in_recep-Plate-None-Shelf-7/trial_T20190906_193846_907707/game.tw-pddl:0,0,train:133:train/pick_heat_then_place_in_recep-Plate-None-Shelf-7/trial_T20190906_193846_907707/game.tw-pddl:0,7,7,False,2124
Adaptive v1,133,train:133:train/pick_heat_then_place_in_recep-Tomato-None-CounterTop-20/trial_T20190909_041057_839855/game.tw-pddl:0,0,train:133:train/pick_heat_then_place_in_recep-Tomato-None-CounterTop-20/trial_T20190909_041057_839855/game.tw-pddl:0,6,6,False,2125
Adaptive v1,133,train:133:train/pick_heat_then_place_in_recep-Tomato-None-CounterTop-27/trial_T20190906_204151_271417/game.tw-pddl:0,0,train:133:train/pick_heat_then_place_in_recep-Tomato-None-CounterTop-27/trial_T20190906_204151_271417/game.tw-pddl:0,6,6,False,2126
Adaptive v1,133,train:133:train/pick_two_obj_and_place-Candle-None-Drawer-411/trial_T20190909_064620_649713/game.tw-pddl:0,0,train:133:train/pick_two_obj_and_place-Candle-None-Drawer-411/trial_T20190909_064620_649713/game.tw-pddl:0,9,9,False,2127
Adaptive v1,133,train:133:train/pick_two_obj_and_place-ToiletPaper-None-CounterTop-402/trial_T20190912_052310_164968/game.tw-pddl:0,0,train:133:train/pick_two_obj_and_place-ToiletPaper-None-CounterTop-402/trial_T20190912_052310_164968/game.tw-pddl:0,10,10,False,2128
Adaptive v1,134,train:134:train/pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190918_215750_186147/game.tw-pddl:0,0,train:134:train/pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190918_215750_186147/game.tw-pddl:0,5,5,False,2129
Adaptive v1,134,train:134:train/pick_and_place_simple-Pen-None-Shelf-330/trial_T20190908_145416_946403/game.tw-pddl:0,0,train:134:train/pick_and_place_simple-Pen-None-Shelf-330/trial_T20190908_145416_946403/game.tw-pddl:0,5,5,False,2130
Adaptive v1,134,train:134:train/pick_clean_then_place_in_recep-Kettle-None-DiningTable-15/trial_T20190909_151144_561657/game.tw-pddl:0,0,train:134:train/pick_clean_then_place_in_recep-Kettle-None-DiningTable-15/trial_T20190909_151144_561657/game.tw-pddl:0,17,17,False,2131
Adaptive v1,134,train:134:train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599/game.tw-pddl:0,0,train:134:train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599/game.tw-pddl:0,8,8,False,2132
Adaptive v1,134,train:134:train/pick_clean_then_place_in_recep-Pan-None-Fridge-13/trial_T20190908_084127_538881/game.tw-pddl:0,0,train:134:train/pick_clean_then_place_in_recep-Pan-None-Fridge-13/trial_T20190908_084127_538881/game.tw-pddl:0,12,30,True,2133
Adaptive v1,134,train:134:train/pick_clean_then_place_in_recep-SoapBar-None-CounterTop-428/trial_T20190908_185036_854945/game.tw-pddl:0,0,train:134:train/pick_clean_then_place_in_recep-SoapBar-None-CounterTop-428/trial_T20190908_185036_854945/game.tw-pddl:0,6,6,False,2134
Adaptive v1,134,train:134:train/pick_cool_then_place_in_recep-Bowl-None-Cabinet-19/trial_T20190908_043251_085703/game.tw-pddl:0,0,train:134:train/pick_cool_then_place_in_recep-Bowl-None-Cabinet-19/trial_T20190908_043251_085703/game.tw-pddl:0,14,30,True,2135
Adaptive v1,134,train:134:train/pick_cool_then_place_in_recep-Bowl-None-Shelf-1/trial_T20190907_073907_658108/game.tw-pddl:0,0,train:134:train/pick_cool_then_place_in_recep-Bowl-None-Shelf-1/trial_T20190907_073907_658108/game.tw-pddl:0,13,13,False,2136
Adaptive v1,134,train:134:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-15/trial_T20190909_085448_256298/game.tw-pddl:0,0,train:134:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-15/trial_T20190909_085448_256298/game.tw-pddl:0,7,7,False,2137
Adaptive v1,134,train:134:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-24/trial_T20190907_144840_098027/game.tw-pddl:0,0,train:134:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-24/trial_T20190907_144840_098027/game.tw-pddl:0,4,4,False,2138
Adaptive v1,134,train:134:train/pick_two_obj_and_place-CreditCard-None-ArmChair-207/trial_T20190906_201623_682219/game.tw-pddl:0,0,train:134:train/pick_two_obj_and_place-CreditCard-None-ArmChair-207/trial_T20190906_201623_682219/game.tw-pddl:0,19,19,False,2139
Adaptive v1,134,train:134:train/pick_two_obj_and_place-Pencil-None-Desk-303/trial_T20190908_220314_534721/game.tw-pddl:0,0,train:134:train/pick_two_obj_and_place-Pencil-None-Desk-303/trial_T20190908_220314_534721/game.tw-pddl:0,19,30,True,2140
Adaptive v1,134,train:134:train/pick_two_obj_and_place-Pencil-None-Desk-313/trial_T20190906_201014_115564/game.tw-pddl:0,0,train:134:train/pick_two_obj_and_place-Pencil-None-Desk-313/trial_T20190906_201014_115564/game.tw-pddl:0,8,8,False,2141
Adaptive v1,134,train:134:train/pick_two_obj_and_place-Pot-None-Shelf-1/trial_T20190907_210536_883114/game.tw-pddl:0,0,train:134:train/pick_two_obj_and_place-Pot-None-Shelf-1/trial_T20190907_210536_883114/game.tw-pddl:0,15,30,True,2142
Adaptive v1,134,train:134:train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-423/trial_T20190909_013052_795655/game.tw-pddl:0,0,train:134:train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-423/trial_T20190909_013052_795655/game.tw-pddl:0,9,9,False,2143
Adaptive v1,134,train:134:train/pick_two_obj_and_place-ToiletPaper-None-Drawer-413/trial_T20190908_004844_910818/game.tw-pddl:0,0,train:134:train/pick_two_obj_and_place-ToiletPaper-None-Drawer-413/trial_T20190908_004844_910818/game.tw-pddl:0,20,30,True,2144
Adaptive v1,135,train:135:train/look_at_obj_in_light-Book-None-DeskLamp-307/trial_T20190908_062847_269349/game.tw-pddl:0,0,train:135:train/look_at_obj_in_light-Book-None-DeskLamp-307/trial_T20190908_062847_269349/game.tw-pddl:0,4,4,False,2145
Adaptive v1,135,train:135:train/look_at_obj_in_light-Pillow-None-DeskLamp-309/trial_T20190908_113820_480741/game.tw-pddl:0,0,train:135:train/look_at_obj_in_light-Pillow-None-DeskLamp-309/trial_T20190908_113820_480741/game.tw-pddl:0,6,8,False,2146
Adaptive v1,135,train:135:train/pick_and_place_simple-CD-None-SideTable-329/trial_T20190908_002257_064845/game.tw-pddl:0,0,train:135:train/pick_and_place_simple-CD-None-SideTable-329/trial_T20190908_002257_064845/game.tw-pddl:0,4,4,False,2147
Adaptive v1,135,train:135:train/pick_and_place_simple-CellPhone-None-Shelf-313/trial_T20190908_123725_452958/game.tw-pddl:0,0,train:135:train/pick_and_place_simple-CellPhone-None-Shelf-313/trial_T20190908_123725_452958/game.tw-pddl:0,21,21,False,2148
Adaptive v1,135,train:135:train/pick_and_place_simple-DishSponge-None-Cabinet-5/trial_T20190906_192854_230657/game.tw-pddl:0,0,train:135:train/pick_and_place_simple-DishSponge-None-Cabinet-5/trial_T20190906_192854_230657/game.tw-pddl:0,5,5,False,2149
Adaptive v1,135,train:135:train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-428/trial_T20190909_053523_986414/game.tw-pddl:0,0,train:135:train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-428/trial_T20190909_053523_986414/game.tw-pddl:0,4,4,False,2150
Adaptive v1,135,train:135:train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-12/trial_T20190909_105721_508235/game.tw-pddl:0,0,train:135:train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-12/trial_T20190909_105721_508235/game.tw-pddl:0,6,6,False,2151
Adaptive v1,135,train:135:train/pick_clean_then_place_in_recep-DishSponge-None-Drawer-430/trial_T20190908_122230_051247/game.tw-pddl:0,0,train:135:train/pick_clean_then_place_in_recep-DishSponge-None-Drawer-430/trial_T20190908_122230_051247/game.tw-pddl:0,7,7,False,2152
Adaptive v1,135,train:135:train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-11/trial_T20190909_100519_428325/game.tw-pddl:0,0,train:135:train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-11/trial_T20190909_100519_428325/game.tw-pddl:0,6,6,False,2153
Adaptive v1,135,train:135:train/pick_clean_then_place_in_recep-Pot-None-Shelf-1/trial_T20190908_145243_949385/game.tw-pddl:0,0,train:135:train/pick_clean_then_place_in_recep-Pot-None-Shelf-1/trial_T20190908_145243_949385/game.tw-pddl:0,15,30,True,2154
Adaptive v1,135,train:135:train/pick_heat_then_place_in_recep-Egg-None-Fridge-14/trial_T20190909_091242_721609/game.tw-pddl:0,0,train:135:train/pick_heat_then_place_in_recep-Egg-None-Fridge-14/trial_T20190909_091242_721609/game.tw-pddl:0,7,7,False,2155
Adaptive v1,135,train:135:train/pick_heat_then_place_in_recep-Potato-None-SideTable-3/trial_T20190909_050408_729839/game.tw-pddl:0,0,train:135:train/pick_heat_then_place_in_recep-Potato-None-SideTable-3/trial_T20190909_050408_729839/game.tw-pddl:0,6,6,False,2156
Adaptive v1,135,train:135:train/pick_two_obj_and_place-CellPhone-None-Sofa-218/trial_T20190907_231928_721968/game.tw-pddl:0,0,train:135:train/pick_two_obj_and_place-CellPhone-None-Sofa-218/trial_T20190907_231928_721968/game.tw-pddl:0,8,8,False,2157
Adaptive v1,135,train:135:train/pick_two_obj_and_place-KeyChain-None-Dresser-318/trial_T20190910_122758_510336/game.tw-pddl:0,0,train:135:train/pick_two_obj_and_place-KeyChain-None-Dresser-318/trial_T20190910_122758_510336/game.tw-pddl:0,19,30,True,2158
Adaptive v1,135,train:135:train/pick_two_obj_and_place-Newspaper-None-Sofa-218/trial_T20190907_204014_431529/game.tw-pddl:0,0,train:135:train/pick_two_obj_and_place-Newspaper-None-Sofa-218/trial_T20190907_204014_431529/game.tw-pddl:0,10,10,False,2159
Adaptive v1,135,train:135:train/pick_two_obj_and_place-RemoteControl-None-Sofa-228/trial_T20190908_133012_737980/game.tw-pddl:0,0,train:135:train/pick_two_obj_and_place-RemoteControl-None-Sofa-228/trial_T20190908_133012_737980/game.tw-pddl:0,10,10,False,2160
Adaptive v1,136,train:136:train/look_at_obj_in_light-CellPhone-None-DeskLamp-316/trial_T20190907_075509_267502/game.tw-pddl:0,0,train:136:train/look_at_obj_in_light-CellPhone-None-DeskLamp-316/trial_T20190907_075509_267502/game.tw-pddl:0,3,3,False,2161
Adaptive v1,136,train:136:train/look_at_obj_in_light-Newspaper-None-DeskLamp-218/trial_T20190909_045123_249769/game.tw-pddl:0,0,train:136:train/look_at_obj_in_light-Newspaper-None-DeskLamp-218/trial_T20190909_045123_249769/game.tw-pddl:0,5,5,False,2162
Adaptive v1,136,train:136:train/look_at_obj_in_light-Statue-None-DeskLamp-216/trial_T20190909_082906_860462/game.tw-pddl:0,0,train:136:train/look_at_obj_in_light-Statue-None-DeskLamp-216/trial_T20190909_082906_860462/game.tw-pddl:0,23,30,True,2163
Adaptive v1,136,train:136:train/pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234424_765112/game.tw-pddl:0,0,train:136:train/pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234424_765112/game.tw-pddl:0,5,5,False,2164
Adaptive v1,136,train:136:train/pick_and_place_simple-HandTowel-None-CounterTop-416/trial_T20190909_045221_760575/game.tw-pddl:0,0,train:136:train/pick_and_place_simple-HandTowel-None-CounterTop-416/trial_T20190909_045221_760575/game.tw-pddl:0,4,4,False,2165
Adaptive v1,136,train:136:train/pick_and_place_simple-KeyChain-None-CoffeeTable-227/trial_T20190907_162007_533707/game.tw-pddl:0,0,train:136:train/pick_and_place_simple-KeyChain-None-CoffeeTable-227/trial_T20190907_162007_533707/game.tw-pddl:0,10,10,False,2166
Adaptive v1,136,train:136:train/pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220905_507442/game.tw-pddl:0,0,train:136:train/pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220905_507442/game.tw-pddl:0,16,30,True,2167
Adaptive v1,136,train:136:train/pick_clean_then_place_in_recep-Fork-None-SideTable-21/trial_T20190909_041423_781798/game.tw-pddl:0,0,train:136:train/pick_clean_then_place_in_recep-Fork-None-SideTable-21/trial_T20190909_041423_781798/game.tw-pddl:0,8,8,False,2168
Adaptive v1,136,train:136:train/pick_clean_then_place_in_recep-Knife-None-DiningTable-23/trial_T20190908_142059_634306/game.tw-pddl:0,0,train:136:train/pick_clean_then_place_in_recep-Knife-None-DiningTable-23/trial_T20190908_142059_634306/game.tw-pddl:0,11,12,False,2169
Adaptive v1,136,train:136:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489/game.tw-pddl:0,0,train:136:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-17/trial_T20190907_150853_448489/game.tw-pddl:0,7,30,True,2170
Adaptive v1,136,train:136:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-25/trial_T20190906_203202_877300/game.tw-pddl:0,0,train:136:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-25/trial_T20190906_203202_877300/game.tw-pddl:0,6,6,False,2171
Adaptive v1,136,train:136:train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-5/trial_T20190908_170305_166722/game.tw-pddl:0,0,train:136:train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-5/trial_T20190908_170305_166722/game.tw-pddl:0,8,8,False,2172
Adaptive v1,136,train:136:train/pick_cool_then_place_in_recep-Plate-None-Shelf-1/trial_T20190908_224123_748784/game.tw-pddl:0,0,train:136:train/pick_cool_then_place_in_recep-Plate-None-Shelf-1/trial_T20190908_224123_748784/game.tw-pddl:0,7,7,False,2173
Adaptive v1,136,train:136:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-24/trial_T20190907_144720_997810/game.tw-pddl:0,0,train:136:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-24/trial_T20190907_144720_997810/game.tw-pddl:0,4,4,False,2174
Adaptive v1,136,train:136:train/pick_two_obj_and_place-Candle-None-Drawer-427/trial_T20190909_043851_831379/game.tw-pddl:0,0,train:136:train/pick_two_obj_and_place-Candle-None-Drawer-427/trial_T20190909_043851_831379/game.tw-pddl:0,10,10,False,2175
Adaptive v1,136,train:136:train/pick_two_obj_and_place-HandTowel-None-Toilet-409/trial_T20190909_081043_762420/game.tw-pddl:0,0,train:136:train/pick_two_obj_and_place-HandTowel-None-Toilet-409/trial_T20190909_081043_762420/game.tw-pddl:0,8,8,False,2176
Adaptive v1,137,train:137:train/pick_and_place_simple-Candle-None-Toilet-419/trial_T20190907_194433_810530/game.tw-pddl:0,0,train:137:train/pick_and_place_simple-Candle-None-Toilet-419/trial_T20190907_194433_810530/game.tw-pddl:0,4,4,False,2177
Adaptive v1,137,train:137:train/pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111201_894666/game.tw-pddl:0,0,train:137:train/pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111201_894666/game.tw-pddl:0,4,4,False,2178
Adaptive v1,137,train:137:train/pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111228_873546/game.tw-pddl:0,0,train:137:train/pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111228_873546/game.tw-pddl:0,4,4,False,2179
Adaptive v1,137,train:137:train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-23/trial_T20190907_221803_588693/game.tw-pddl:0,0,train:137:train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-23/trial_T20190907_221803_588693/game.tw-pddl:0,6,6,False,2180
Adaptive v1,137,train:137:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-16/trial_T20190907_221816_384897/game.tw-pddl:0,0,train:137:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-16/trial_T20190907_221816_384897/game.tw-pddl:0,7,7,False,2181
Adaptive v1,137,train:137:train/pick_cool_then_place_in_recep-Pot-None-Cabinet-5/trial_T20190906_235508_226899/game.tw-pddl:0,0,train:137:train/pick_cool_then_place_in_recep-Pot-None-Cabinet-5/trial_T20190906_235508_226899/game.tw-pddl:0,12,12,False,2182
Adaptive v1,137,train:137:train/pick_cool_then_place_in_recep-Potato-None-CounterTop-14/trial_T20190908_053544_835832/game.tw-pddl:0,0,train:137:train/pick_cool_then_place_in_recep-Potato-None-CounterTop-14/trial_T20190908_053544_835832/game.tw-pddl:0,9,9,False,2183
Adaptive v1,137,train:137:train/pick_cool_then_place_in_recep-Tomato-None-CounterTop-11/trial_T20190908_073503_844263/game.tw-pddl:0,0,train:137:train/pick_cool_then_place_in_recep-Tomato-None-CounterTop-11/trial_T20190908_073503_844263/game.tw-pddl:0,9,9,False,2184
Adaptive v1,137,train:137:train/pick_cool_then_place_in_recep-WineBottle-None-GarbageCan-17/trial_T20190907_144031_217697/game.tw-pddl:0,0,train:137:train/pick_cool_then_place_in_recep-WineBottle-None-GarbageCan-17/trial_T20190907_144031_217697/game.tw-pddl:0,7,7,False,2185
Adaptive v1,137,train:137:train/pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030821_134146/game.tw-pddl:0,0,train:137:train/pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030821_134146/game.tw-pddl:0,8,8,False,2186
Adaptive v1,137,train:137:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-15/trial_T20190908_055452_814733/game.tw-pddl:0,0,train:137:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-15/trial_T20190908_055452_814733/game.tw-pddl:0,18,30,True,2187
Adaptive v1,137,train:137:train/pick_heat_then_place_in_recep-Potato-None-DiningTable-11/trial_T20190909_101238_901434/game.tw-pddl:0,0,train:137:train/pick_heat_then_place_in_recep-Potato-None-DiningTable-11/trial_T20190909_101238_901434/game.tw-pddl:0,6,6,False,2188
Adaptive v1,137,train:137:train/pick_heat_then_place_in_recep-Potato-None-DiningTable-11/trial_T20190909_101318_361403/game.tw-pddl:0,0,train:137:train/pick_heat_then_place_in_recep-Potato-None-DiningTable-11/trial_T20190909_101318_361403/game.tw-pddl:0,9,9,False,2189
Adaptive v1,137,train:137:train/pick_two_obj_and_place-Book-None-Bed-316/trial_T20190909_035400_112966/game.tw-pddl:0,0,train:137:train/pick_two_obj_and_place-Book-None-Bed-316/trial_T20190909_035400_112966/game.tw-pddl:0,9,9,False,2190
Adaptive v1,137,train:137:train/pick_two_obj_and_place-Book-None-Dresser-317/trial_T20190910_180514_095493/game.tw-pddl:0,0,train:137:train/pick_two_obj_and_place-Book-None-Dresser-317/trial_T20190910_180514_095493/game.tw-pddl:0,22,30,True,2191
Adaptive v1,137,train:137:train/pick_two_obj_and_place-Watch-None-Shelf-326/trial_T20190906_201446_524359/game.tw-pddl:0,0,train:137:train/pick_two_obj_and_place-Watch-None-Shelf-326/trial_T20190906_201446_524359/game.tw-pddl:0,21,30,True,2192
Adaptive v1,138,train:138:train/look_at_obj_in_light-Newspaper-None-DeskLamp-216/trial_T20190908_082412_778374/game.tw-pddl:0,0,train:138:train/look_at_obj_in_light-Newspaper-None-DeskLamp-216/trial_T20190908_082412_778374/game.tw-pddl:0,6,6,False,2193
Adaptive v1,138,train:138:train/look_at_obj_in_light-Pillow-None-DeskLamp-316/trial_T20190908_232351_848868/game.tw-pddl:0,0,train:138:train/look_at_obj_in_light-Pillow-None-DeskLamp-316/trial_T20190908_232351_848868/game.tw-pddl:0,5,30,True,2194
Adaptive v1,138,train:138:train/look_at_obj_in_light-Pillow-None-DeskLamp-320/trial_T20190906_225859_247598/game.tw-pddl:0,0,train:138:train/look_at_obj_in_light-Pillow-None-DeskLamp-320/trial_T20190906_225859_247598/game.tw-pddl:0,7,7,False,2195
Adaptive v1,138,train:138:train/pick_and_place_simple-KeyChain-None-ArmChair-318/trial_T20190909_114611_014873/game.tw-pddl:0,0,train:138:train/pick_and_place_simple-KeyChain-None-ArmChair-318/trial_T20190909_114611_014873/game.tw-pddl:0,5,5,False,2196
Adaptive v1,138,train:138:train/pick_and_place_simple-RemoteControl-None-ArmChair-230/trial_T20190909_020906_064567/game.tw-pddl:0,0,train:138:train/pick_and_place_simple-RemoteControl-None-ArmChair-230/trial_T20190909_020906_064567/game.tw-pddl:0,4,4,False,2197
Adaptive v1,138,train:138:train/pick_clean_then_place_in_recep-Kettle-None-StoveBurner-18/trial_T20190907_154333_157059/game.tw-pddl:0,0,train:138:train/pick_clean_then_place_in_recep-Kettle-None-StoveBurner-18/trial_T20190907_154333_157059/game.tw-pddl:0,15,30,True,2198
Adaptive v1,138,train:138:train/pick_clean_then_place_in_recep-Ladle-None-DiningTable-20/trial_T20190909_212258_139668/game.tw-pddl:0,0,train:138:train/pick_clean_then_place_in_recep-Ladle-None-DiningTable-20/trial_T20190909_212258_139668/game.tw-pddl:0,9,11,False,2199
Adaptive v1,138,train:138:train/pick_clean_then_place_in_recep-Plate-None-CounterTop-19/trial_T20190908_212652_808906/game.tw-pddl:0,0,train:138:train/pick_clean_then_place_in_recep-Plate-None-CounterTop-19/trial_T20190908_212652_808906/game.tw-pddl:0,10,10,False,2200
Adaptive v1,138,train:138:train/pick_clean_then_place_in_recep-Spoon-None-CounterTop-8/trial_T20190908_224650_634381/game.tw-pddl:0,0,train:138:train/pick_clean_then_place_in_recep-Spoon-None-CounterTop-8/trial_T20190908_224650_634381/game.tw-pddl:0,7,7,False,2201
Adaptive v1,138,train:138:train/pick_cool_then_place_in_recep-Apple-None-Microwave-6/trial_T20190908_114123_087113/game.tw-pddl:0,0,train:138:train/pick_cool_then_place_in_recep-Apple-None-Microwave-6/trial_T20190908_114123_087113/game.tw-pddl:0,8,30,True,2202
Adaptive v1,138,train:138:train/pick_cool_then_place_in_recep-WineBottle-None-GarbageCan-16/trial_T20190907_014947_369000/game.tw-pddl:0,0,train:138:train/pick_cool_then_place_in_recep-WineBottle-None-GarbageCan-16/trial_T20190907_014947_369000/game.tw-pddl:0,6,6,False,2203
Adaptive v1,138,train:138:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-5/trial_T20190906_190505_376018/game.tw-pddl:0,0,train:138:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-5/trial_T20190906_190505_376018/game.tw-pddl:0,10,10,False,2204
Adaptive v1,138,train:138:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-19/trial_T20190909_152149_800170/game.tw-pddl:0,0,train:138:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-19/trial_T20190909_152149_800170/game.tw-pddl:0,8,8,False,2205
Adaptive v1,138,train:138:train/pick_two_obj_and_place-CreditCard-None-Sofa-216/trial_T20190909_145949_254918/game.tw-pddl:0,0,train:138:train/pick_two_obj_and_place-CreditCard-None-Sofa-216/trial_T20190909_145949_254918/game.tw-pddl:0,13,30,True,2206
Adaptive v1,138,train:138:train/pick_two_obj_and_place-RemoteControl-None-ArmChair-224/trial_T20190908_140940_290533/game.tw-pddl:0,0,train:138:train/pick_two_obj_and_place-RemoteControl-None-ArmChair-224/trial_T20190908_140940_290533/game.tw-pddl:0,16,30,True,2207
Adaptive v1,138,train:138:train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-418/trial_T20190909_071739_357749/game.tw-pddl:0,0,train:138:train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-418/trial_T20190909_071739_357749/game.tw-pddl:0,8,8,False,2208
Adaptive v1,139,train:139:train/pick_and_place_simple-Laptop-None-Desk-306/trial_T20190909_074957_218283/game.tw-pddl:0,0,train:139:train/pick_and_place_simple-Laptop-None-Desk-306/trial_T20190909_074957_218283/game.tw-pddl:0,17,30,True,2209
Adaptive v1,139,train:139:train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-427/trial_T20190908_121643_062365/game.tw-pddl:0,0,train:139:train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-427/trial_T20190908_121643_062365/game.tw-pddl:0,4,4,False,2210
Adaptive v1,139,train:139:train/pick_clean_then_place_in_recep-Cloth-None-Shelf-415/trial_T20190908_234737_125816/game.tw-pddl:0,0,train:139:train/pick_clean_then_place_in_recep-Cloth-None-Shelf-415/trial_T20190908_234737_125816/game.tw-pddl:0,6,30,True,2211
Adaptive v1,139,train:139:train/pick_clean_then_place_in_recep-Fork-None-SideTable-3/trial_T20190908_044107_458160/game.tw-pddl:0,0,train:139:train/pick_clean_then_place_in_recep-Fork-None-SideTable-3/trial_T20190908_044107_458160/game.tw-pddl:0,6,6,False,2212
Adaptive v1,139,train:139:train/pick_clean_then_place_in_recep-Ladle-None-Drawer-27/trial_T20190906_211454_169080/game.tw-pddl:0,0,train:139:train/pick_clean_then_place_in_recep-Ladle-None-Drawer-27/trial_T20190906_211454_169080/game.tw-pddl:0,7,7,False,2213
Adaptive v1,139,train:139:train/pick_cool_then_place_in_recep-Lettuce-None-DiningTable-26/trial_T20190906_200818_167561/game.tw-pddl:0,0,train:139:train/pick_cool_then_place_in_recep-Lettuce-None-DiningTable-26/trial_T20190906_200818_167561/game.tw-pddl:0,7,7,False,2214
Adaptive v1,139,train:139:train/pick_heat_then_place_in_recep-Cup-None-CounterTop-22/trial_T20190909_023638_397924/game.tw-pddl:0,0,train:139:train/pick_heat_then_place_in_recep-Cup-None-CounterTop-22/trial_T20190909_023638_397924/game.tw-pddl:0,7,7,False,2215
Adaptive v1,139,train:139:train/pick_two_obj_and_place-Candle-None-Drawer-409/trial_T20190909_060330_417076/game.tw-pddl:0,0,train:139:train/pick_two_obj_and_place-Candle-None-Drawer-409/trial_T20190909_060330_417076/game.tw-pddl:0,12,30,True,2216
Adaptive v1,139,train:139:train/pick_two_obj_and_place-Cloth-None-Shelf-415/trial_T20190908_112333_938142/game.tw-pddl:0,0,train:139:train/pick_two_obj_and_place-Cloth-None-Shelf-415/trial_T20190908_112333_938142/game.tw-pddl:0,8,8,False,2217
Adaptive v1,139,train:139:train/pick_two_obj_and_place-DishSponge-None-Cart-401/trial_T20190909_041313_714283/game.tw-pddl:0,0,train:139:train/pick_two_obj_and_place-DishSponge-None-Cart-401/trial_T20190909_041313_714283/game.tw-pddl:0,15,15,False,2218
Adaptive v1,139,train:139:train/pick_two_obj_and_place-KeyChain-None-Safe-204/trial_T20190906_190138_748596/game.tw-pddl:0,0,train:139:train/pick_two_obj_and_place-KeyChain-None-Safe-204/trial_T20190906_190138_748596/game.tw-pddl:0,19,30,True,2219
Adaptive v1,139,train:139:train/pick_two_obj_and_place-Plate-None-CoffeeTable-218/trial_T20190907_220626_298465/game.tw-pddl:0,0,train:139:train/pick_two_obj_and_place-Plate-None-CoffeeTable-218/trial_T20190907_220626_298465/game.tw-pddl:0,9,9,False,2220
Adaptive v1,139,train:139:train/pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175233_453383/game.tw-pddl:0,0,train:139:train/pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175233_453383/game.tw-pddl:0,15,30,True,2221
Adaptive v1,139,train:139:train/pick_two_obj_and_place-SoapBottle-None-Drawer-423/trial_T20190909_080613_840469/game.tw-pddl:0,0,train:139:train/pick_two_obj_and_place-SoapBottle-None-Drawer-423/trial_T20190909_080613_840469/game.tw-pddl:0,9,30,True,2222
